normalized_vi,method,predicted_clusters_column,n_predicted_clusters,n_predicted_cluster_samples,n_ignored_predicted_clusters,n_true_cluster_samples,n_ignored_true_clusters,n_vi_cluster_samples,normalized_mutual_info_score,adjusted_rand_score,homogeneity_completeness_v_measure,adjusted_mutual_info_score
0.2767,reduced_mds_euclidean_2_prot5,reduced_mds_euclidean_2_prot5_label,2,1066,7,1073,0,1066,0.1899839405677426,0.0044956578891685,0.1899839405677426,0.1848852595499552
0.2767,reduced_mds_cosine_2_prot5,reduced_mds_cosine_2_prot5_label,2,1066,7,1073,0,1066,0.1899839405677426,0.0044956578891685,0.1899839405677426,0.1848852595499552
0.2768,reduced_t-sne_cosine_10_prot5,reduced_t-sne_cosine_10_prot5_label,2,1071,2,1073,0,1071,0.1903278446438495,0.005116024607367,0.1903278446438495,0.1852169009725854
0.2773,reduced_pca_euclidean_2_prot5,reduced_pca_euclidean_2_prot5_label,2,1067,6,1073,0,1067,0.1896134949796829,0.0043780575438225,0.1896134949796829,0.1844832883408802
0.2773,reduced_pca_cosine_2_prot5,reduced_pca_cosine_2_prot5_label,2,1067,6,1073,0,1067,0.1896134949796829,0.0043780575438225,0.1896134949796829,0.1844832883408802
0.2773,reduced_mds_euclidean_1_t33-650M-sitemean_All,reduced_mds_euclidean_1_t33-650M-sitemean_All_label,2,1056,17,1073,0,1056,0.0980277587639469,0.0280349583968523,0.0980277587639469,0.0933289425035566
0.2773,reduced_mds_cosine_1_t33-650M-sitemean_All,reduced_mds_cosine_1_t33-650M-sitemean_All_label,2,1056,17,1073,0,1056,0.0980277587639469,0.0280349583968523,0.0980277587639469,0.0933289425035566
0.278,reduced_pca_euclidean_4_t33-650M-bos_All,reduced_pca_euclidean_4_t33-650M-bos_All_label,2,1064,9,1073,0,1064,0.0352670961594691,0.0073962036161874,0.0352670961594691,0.0310228468905382
0.278,reduced_pca_cosine_4_t33-650M-bos_All,reduced_pca_cosine_4_t33-650M-bos_All_label,2,1064,9,1073,0,1064,0.0352670961594691,0.0073962036161874,0.0352670961594691,0.0310228468905382
0.2789,reduced_mds_cosine_1_t33-650M-bos_All,reduced_mds_cosine_1_t33-650M-bos_All_label,2,1046,27,1073,0,1046,0.154787611618699,0.0484988568527482,0.154787611618699,0.1494343695695155
0.2789,reduced_mds_euclidean_1_t33-650M-bos_All,reduced_mds_euclidean_1_t33-650M-bos_All_label,2,1046,27,1073,0,1046,0.154787611618699,0.0484988568527482,0.154787611618699,0.1494343695695155
0.2823,reduced_mds_euclidean_1_t36-3B-mean_All,reduced_mds_euclidean_1_t36-3B-mean_All_label,2,1018,55,1073,0,1018,0.0177758744173999,0.0037701442716784,0.0177758744173999,0.0132831676487095
0.2823,reduced_mds_cosine_1_t36-3B-mean_All,reduced_mds_cosine_1_t36-3B-mean_All_label,2,1018,55,1073,0,1018,0.0177758744173999,0.0037701442716784,0.0177758744173999,0.0132831676487095
0.2834,reduced_pca_euclidean_1_t36-3B-sitemean_All,reduced_pca_euclidean_1_t36-3B-sitemean_All_label,2,1046,27,1073,0,1046,0.0103049005528668,0.0015926446383207,0.0103049005528668,0.0060108181564215
0.2834,reduced_pca_cosine_1_t36-3B-sitemean_All,reduced_pca_cosine_1_t36-3B-sitemean_All_label,2,1046,27,1073,0,1046,0.0103049005528668,0.0015926446383207,0.0103049005528668,0.0060108181564215
0.2837,reduced_mds_cosine_1_t36-3B-attentionmean_All,reduced_mds_cosine_1_t36-3B-attentionmean_All_label,2,1047,26,1073,0,1047,0.0039697421785152,-0.0005479370813495,0.0039697421785152,-0.0003684327230478
0.2837,reduced_pca_euclidean_1_t36-3B-attentionmean_All,reduced_pca_euclidean_1_t36-3B-attentionmean_All_label,2,1064,9,1073,0,1064,0.0143798810861142,0.0036425161248787,0.0143798810861142,0.0100184812081791
0.2837,reduced_mds_euclidean_1_t36-3B-attentionmean_All,reduced_mds_euclidean_1_t36-3B-attentionmean_All_label,2,1047,26,1073,0,1047,0.0039697421785152,-0.0005479370813495,0.0039697421785152,-0.0003684327230478
0.2837,reduced_pca_cosine_1_t36-3B-attentionmean_All,reduced_pca_cosine_1_t36-3B-attentionmean_All_label,2,1064,9,1073,0,1064,0.0143798810861142,0.0036425161248787,0.0143798810861142,0.0100184812081791
0.284,reduced_pca_cosine_2_t36-3B-attentionmean_All,reduced_pca_cosine_2_t36-3B-attentionmean_All_label,2,1042,31,1073,0,1042,0.0185978011056342,-0.0085390205242914,0.0185978011056342,0.014101219238265
0.284,reduced_pca_euclidean_2_t36-3B-attentionmean_All,reduced_pca_euclidean_2_t36-3B-attentionmean_All_label,2,1042,31,1073,0,1042,0.0185978011056342,-0.0085390205242914,0.0185978011056342,0.014101219238265
0.2844,reduced_umap_cosine_1_t33-650M-bos_All,reduced_umap_cosine_1_t33-650M-bos_All_label,36,1060,13,1073,0,1060,0.6267526336403542,0.3100831041224752,0.626752633640354,0.6003670878749789
0.2862,reduced_mds_euclidean_1_t48-15B-bos_All,reduced_mds_euclidean_1_t48-15B-bos_All_label,2,1065,8,1073,0,1065,0.1431588796382462,0.0486164305880412,0.1431588796382462,0.1378202238246775
0.2862,reduced_mds_cosine_1_t48-15B-bos_All,reduced_mds_cosine_1_t48-15B-bos_All_label,2,1065,8,1073,0,1065,0.1431588796382462,0.0486164305880412,0.1431588796382462,0.1378202238246775
0.2872,reduced_pca_cosine_1_t36-3B-mean_All,reduced_pca_cosine_1_t36-3B-mean_All_label,2,1048,25,1073,0,1048,0.0113814666656897,0.0045538609881291,0.0113814666656897,0.0067593010872998
0.2872,reduced_pca_euclidean_1_t36-3B-mean_All,reduced_pca_euclidean_1_t36-3B-mean_All_label,2,1048,25,1073,0,1048,0.0113814666656897,0.0045538609881291,0.0113814666656897,0.0067593010872998
0.2888,reduced_umap_euclidean_2_t36-3B-bos_All,reduced_umap_euclidean_2_t36-3B-bos_All_label,6,1073,0,1073,0,1073,0.3160766866879465,0.0197872278723535,0.3160766866879465,0.302178369620365
0.2967,reduced_mds_cosine_1_t36-3B-bos_All,reduced_mds_cosine_1_t36-3B-bos_All_label,2,1071,2,1073,0,1071,0.0140371421635212,0.0025446628489096,0.0140371421635212,0.0088694045968346
0.2967,reduced_mds_euclidean_1_t36-3B-bos_All,reduced_mds_euclidean_1_t36-3B-bos_All_label,2,1071,2,1073,0,1071,0.0140371421635212,0.0025446628489096,0.0140371421635212,0.0088694045968346
0.3044,reduced_mds_cosine_1_t36-3B-sitemean_All,reduced_mds_cosine_1_t36-3B-sitemean_All_label,2,1053,20,1073,0,1053,0.0758459554037021,0.0413561608234916,0.0758459554037021,0.0709571707323372
0.3044,reduced_mds_euclidean_1_t36-3B-sitemean_All,reduced_mds_euclidean_1_t36-3B-sitemean_All_label,2,1053,20,1073,0,1053,0.0758459554037021,0.0413561608234916,0.0758459554037021,0.0709571707323372
0.3086,reduced_umap_euclidean_1_t36-3B-bos_All,reduced_umap_euclidean_1_t36-3B-bos_All_label,8,1073,0,1073,0,1073,0.3875090635440651,0.2652738486540222,0.387509063544065,0.3727121468799663
