normalized_vi,method,predicted_clusters_column,n_predicted_clusters,n_predicted_cluster_samples,n_ignored_predicted_clusters,n_true_cluster_samples,n_ignored_true_clusters,n_vi_cluster_samples,normalized_mutual_info_score,adjusted_rand_score,homogeneity_completeness_v_measure,adjusted_mutual_info_score
0.157,reduced_t-sne_euclidean_6_t36-3B-mean_All,reduced_t-sne_euclidean_6_t36-3B-mean_All_label,21,955,118,1073,0,955,0.7664380502690954,0.570588394172255,0.7664380502690952,0.7562221285164523
0.1572,reduced_t-sne_euclidean_1_t36-3B-attentionmean_All,reduced_t-sne_euclidean_1_t36-3B-attentionmean_All_label,16,1045,28,1073,0,1045,0.752470013886593,0.6107700346274335,0.752470013886593,0.742563213763324
0.1584,reduced_umap_cosine_10_prot5,reduced_umap_cosine_10_prot5_label,18,1064,9,1073,0,1064,0.7594872949406776,0.521412567177437,0.7594872949406777,0.7491503953726176
0.1585,reduced_umap_cosine_6_prot5,reduced_umap_cosine_6_prot5_label,20,1073,0,1073,0,1073,0.7643292075747851,0.5212652092154221,0.7643292075747851,0.7534820800642137
0.1587,reduced_umap_cosine_8_protbert,reduced_umap_cosine_8_protbert_label,18,1073,0,1073,0,1073,0.7601797480685679,0.5101939778572832,0.760179748068568,0.7499493210030589
0.1591,reduced_umap_cosine_8_t33-650M-sitemean_All,reduced_umap_cosine_8_t33-650M-sitemean_All_label,18,1073,0,1073,0,1073,0.7601069127736899,0.5279233642112573,0.7601069127736899,0.7498564617334955
0.1592,reduced_mds_euclidean_6_t36-3B-attentionmean_All,reduced_mds_euclidean_6_t36-3B-attentionmean_All_label,20,567,506,1073,0,567,0.782411073438674,0.5408278954770606,0.7824110734386742,0.7714471086470257
0.1592,reduced_mds_cosine_6_t36-3B-attentionmean_All,reduced_mds_cosine_6_t36-3B-attentionmean_All_label,20,567,506,1073,0,567,0.782411073438674,0.5408278954770606,0.7824110734386742,0.7714471086470257
0.1592,reduced_mds_euclidean_4_t33-650M-attentionmean_All,reduced_mds_euclidean_4_t33-650M-attentionmean_All_label,19,521,552,1073,0,521,0.7870179299279729,0.5273401046600167,0.7870179299279729,0.7760156686158802
0.1592,reduced_mds_cosine_4_t33-650M-attentionmean_All,reduced_mds_cosine_4_t33-650M-attentionmean_All_label,19,521,552,1073,0,521,0.7870179299279729,0.5273401046600167,0.7870179299279729,0.7760156686158802
0.1593,reduced_mds_euclidean_6_t36-3B-mean_All,reduced_mds_euclidean_6_t36-3B-mean_All_label,19,529,544,1073,0,529,0.7846649106920844,0.5422296295777423,0.7846649106920844,0.7736299160231621
0.1593,reduced_mds_cosine_6_t36-3B-mean_All,reduced_mds_cosine_6_t36-3B-mean_All_label,19,529,544,1073,0,529,0.7846649106920844,0.5422296295777423,0.7846649106920844,0.7736299160231621
0.1595,reduced_pca_euclidean_6_t33-650M-mean_All,reduced_pca_euclidean_6_t33-650M-mean_All_label,20,556,517,1073,0,556,0.785698819338637,0.5218866924602116,0.7856988193386371,0.7748562771805255
0.1595,reduced_pca_cosine_6_t33-650M-mean_All,reduced_pca_cosine_6_t33-650M-mean_All_label,20,556,517,1073,0,556,0.785698819338637,0.5218866924602116,0.7856988193386371,0.7748562771805255
0.1595,t33-650M-sitemean_All,t33-650M-sitemean_All_label,23,624,449,1073,0,624,0.7866219092273815,0.5107879101248421,0.7866219092273815,0.7740511036473842
0.1598,reduced_pca_euclidean_10_t48-15B-mean_All,reduced_pca_euclidean_10_t48-15B-mean_All_label,20,593,480,1073,0,593,0.7821888980678461,0.5508580189520265,0.7821888980678461,0.7691371186172123
0.1598,reduced_pca_cosine_10_t48-15B-mean_All,reduced_pca_cosine_10_t48-15B-mean_All_label,20,593,480,1073,0,593,0.7821888980678461,0.5508580189520265,0.7821888980678461,0.7691371186172123
0.1601,reduced_mds_cosine_4_t36-3B-sitemean_All,reduced_mds_cosine_4_t36-3B-sitemean_All_label,18,647,426,1073,0,647,0.7726547893666199,0.5415961538884219,0.7726547893666199,0.7637201890984356
0.1601,reduced_mds_euclidean_4_t36-3B-sitemean_All,reduced_mds_euclidean_4_t36-3B-sitemean_All_label,18,647,426,1073,0,647,0.7726547893666199,0.5415961538884219,0.7726547893666199,0.7637201890984356
0.1601,reduced_t-sne_euclidean_6_t36-3B-sitemean_All,reduced_t-sne_euclidean_6_t36-3B-sitemean_All_label,22,949,124,1073,0,949,0.7587856230033062,0.567228530285757,0.7587856230033062,0.7477685989341465
0.1612,reduced_pca_euclidean_10_t48-15B-attentionmean_All,reduced_pca_euclidean_10_t48-15B-attentionmean_All_label,20,593,480,1073,0,593,0.7812529221500484,0.5429905142742145,0.7812529221500484,0.7681863261602407
0.1612,reduced_pca_cosine_10_t48-15B-attentionmean_All,reduced_pca_cosine_10_t48-15B-attentionmean_All_label,20,593,480,1073,0,593,0.7812529221500484,0.5429905142742145,0.7812529221500484,0.7681863261602407
0.1617,reduced_t-sne_cosine_4_t36-3B-bos_All,reduced_t-sne_cosine_4_t36-3B-bos_All_label,15,1052,21,1073,0,1052,0.7322215639871509,0.6420301247703363,0.7322215639871509,0.7217782938454788
0.1617,reduced_umap_cosine_8_prot5,reduced_umap_cosine_8_prot5_label,18,1073,0,1073,0,1073,0.7560454853383355,0.5171840050314327,0.7560454853383355,0.7456411467337405
0.1623,reduced_pca_cosine_10_t33-650M-mean_All,reduced_pca_cosine_10_t33-650M-mean_All_label,22,549,524,1073,0,549,0.7893548948425564,0.5025157053778614,0.7893548948425565,0.7754042983323601
0.1623,reduced_pca_euclidean_10_t33-650M-mean_All,reduced_pca_euclidean_10_t33-650M-mean_All_label,22,549,524,1073,0,549,0.7893548948425564,0.5025157053778614,0.7893548948425565,0.7754042983323601
0.1627,reduced_mds_cosine_4_t33-650M-mean_All,reduced_mds_cosine_4_t33-650M-mean_All_label,21,518,555,1073,0,518,0.7865440680415223,0.5128988724727443,0.7865440680415222,0.7742900233034744
0.1627,reduced_mds_euclidean_4_t33-650M-mean_All,reduced_mds_euclidean_4_t33-650M-mean_All_label,21,518,555,1073,0,518,0.7865440680415223,0.5128988724727443,0.7865440680415222,0.7742900233034744
0.1629,reduced_pca_euclidean_6_t33-650M-attentionmean_All,reduced_pca_euclidean_6_t33-650M-attentionmean_All_label,21,558,515,1073,0,558,0.7826525608139955,0.5118753405869494,0.7826525608139956,0.7711411665586254
0.1629,reduced_pca_cosine_6_t33-650M-attentionmean_All,reduced_pca_cosine_6_t33-650M-attentionmean_All_label,21,558,515,1073,0,558,0.7826525608139955,0.5118753405869494,0.7826525608139956,0.7711411665586254
0.1631,reduced_t-sne_euclidean_4_t36-3B-attentionmean_All,reduced_t-sne_euclidean_4_t36-3B-attentionmean_All_label,22,930,143,1073,0,930,0.7605522165657616,0.5639846191851045,0.7605522165657616,0.7497436387571004
0.1632,reduced_umap_euclidean_4_t33-650M-sitemean_All,reduced_umap_euclidean_4_t33-650M-sitemean_All_label,17,1066,7,1073,0,1066,0.7486953086289423,0.5222195300178848,0.7486953086289423,0.738289692949174
0.1633,reduced_mds_cosine_10_protbert,reduced_mds_cosine_10_protbert_label,19,472,601,1073,0,472,0.7867914274012976,0.526268478425979,0.7867914274012976,0.7739940244174587
0.1633,reduced_mds_euclidean_10_protbert,reduced_mds_euclidean_10_protbert_label,19,472,601,1073,0,472,0.7867914274012976,0.526268478425979,0.7867914274012976,0.7739940244174587
0.1635,reduced_t-sne_cosine_1_t36-3B-bos_All,reduced_t-sne_cosine_1_t36-3B-bos_All_label,3,1069,4,1073,0,1069,0.6194409793105625,0.4887930587939347,0.6194409793105624,0.615331268954244
0.1636,reduced_pca_euclidean_8_t33-650M-attentionmean_All,reduced_pca_euclidean_8_t33-650M-attentionmean_All_label,22,562,511,1073,0,562,0.7869082102571204,0.5086431932879513,0.7869082102571204,0.7736798322743146
0.1636,reduced_pca_cosine_8_t33-650M-attentionmean_All,reduced_pca_cosine_8_t33-650M-attentionmean_All_label,22,562,511,1073,0,562,0.7869082102571204,0.5086431932879513,0.7869082102571204,0.7736798322743146
0.164,reduced_umap_euclidean_8_prot5,reduced_umap_euclidean_8_prot5_label,21,1064,9,1073,0,1064,0.756399334698892,0.5162565039699124,0.756399334698892,0.7446820932915064
0.1643,reduced_umap_cosine_1_t48-15B-attentionmean_All,reduced_umap_cosine_1_t48-15B-attentionmean_All_label,23,1073,0,1073,0,1073,0.7629810524100081,0.4724915196512136,0.7629810524100081,0.7509574935390372
0.1645,reduced_t-sne_cosine_1_prot5,reduced_t-sne_cosine_1_prot5_label,14,1051,22,1073,0,1051,0.7272455024806092,0.4889757953617577,0.727245502480609,0.7171789806982227
0.1648,reduced_pca_cosine_10_t33-650M-attentionmean_All,reduced_pca_cosine_10_t33-650M-attentionmean_All_label,22,561,512,1073,0,561,0.7855540869386828,0.4959318688072853,0.7855540869386828,0.7716404524496873
0.1648,reduced_pca_euclidean_10_t33-650M-attentionmean_All,reduced_pca_euclidean_10_t33-650M-attentionmean_All_label,22,561,512,1073,0,561,0.7855540869386828,0.4959318688072853,0.7855540869386828,0.7716404524496873
0.1652,reduced_pca_euclidean_8_t48-15B-mean_All,reduced_pca_euclidean_8_t48-15B-mean_All_label,21,535,538,1073,0,535,0.7833756261643302,0.5191390245925785,0.7833756261643301,0.769640369302708
0.1652,reduced_pca_cosine_8_t48-15B-mean_All,reduced_pca_cosine_8_t48-15B-mean_All_label,21,535,538,1073,0,535,0.7833756261643302,0.5191390245925785,0.7833756261643301,0.769640369302708
0.1662,reduced_pca_cosine_10_prot5,reduced_pca_cosine_10_prot5_label,22,606,467,1073,0,606,0.7779161985253902,0.4918749693722778,0.7779161985253902,0.7649930292771023
0.1662,reduced_pca_euclidean_10_prot5,reduced_pca_euclidean_10_prot5_label,22,606,467,1073,0,606,0.7779161985253902,0.4918749693722778,0.7779161985253902,0.7649930292771023
0.1666,reduced_t-sne_euclidean_6_protbert,reduced_t-sne_euclidean_6_protbert_label,4,1069,4,1073,0,1069,0.588534387782318,0.3110505266627654,0.588534387782318,0.5829099516106335
0.1667,reduced_umap_euclidean_1_t48-15B-mean_All,reduced_umap_euclidean_1_t48-15B-mean_All_label,25,1063,10,1073,0,1063,0.7618546745799896,0.5081251558446148,0.7618546745799896,0.7488413347547938
0.1669,reduced_pca_euclidean_8_protbert,reduced_pca_euclidean_8_protbert_label,21,555,518,1073,0,555,0.7789321428614179,0.5254104202194286,0.7789321428614179,0.7645544787593133
0.1669,reduced_pca_cosine_8_protbert,reduced_pca_cosine_8_protbert_label,21,555,518,1073,0,555,0.7789321428614179,0.5254104202194286,0.7789321428614179,0.7645544787593133
0.167,reduced_mds_euclidean_4_t48-15B-mean_All,reduced_mds_euclidean_4_t48-15B-mean_All_label,21,541,532,1073,0,541,0.7832799694163919,0.5267116589008037,0.7832799694163919,0.7685918425705335
0.167,reduced_mds_cosine_4_t48-15B-mean_All,reduced_mds_cosine_4_t48-15B-mean_All_label,21,541,532,1073,0,541,0.7832799694163919,0.5267116589008037,0.7832799694163919,0.7685918425705335
0.1672,reduced_t-sne_euclidean_6_t33-650M-mean_All,reduced_t-sne_euclidean_6_t33-650M-mean_All_label,23,874,199,1073,0,874,0.7587657412123329,0.5305880890639654,0.7587657412123328,0.7456760242308785
0.1674,reduced_pca_euclidean_4_prot5,reduced_pca_euclidean_4_prot5_label,24,667,406,1073,0,667,0.7756652140302595,0.5420423743781392,0.7756652140302595,0.7614992211423629
0.1674,reduced_pca_cosine_4_prot5,reduced_pca_cosine_4_prot5_label,24,667,406,1073,0,667,0.7756652140302595,0.5420423743781392,0.7756652140302595,0.7614992211423629
0.1682,reduced_pca_cosine_8_t36-3B-sitemean_All,reduced_pca_cosine_8_t36-3B-sitemean_All_label,24,627,446,1073,0,627,0.7752077585711808,0.5000000182248355,0.7752077585711808,0.7614131287699822
0.1682,reduced_pca_euclidean_8_t36-3B-sitemean_All,reduced_pca_euclidean_8_t36-3B-sitemean_All_label,24,627,446,1073,0,627,0.7752077585711808,0.5000000182248355,0.7752077585711808,0.7614131287699822
0.1683,reduced_t-sne_euclidean_1_t36-3B-mean_All,reduced_t-sne_euclidean_1_t36-3B-mean_All_label,15,1041,32,1073,0,1041,0.7285377020651244,0.5818334283079276,0.7285377020651244,0.7181507570095869
0.169,reduced_pca_cosine_6_protbert,reduced_pca_cosine_6_protbert_label,22,577,496,1073,0,577,0.7776136964629431,0.5185852232739023,0.7776136964629431,0.7620820028269144
0.169,reduced_mds_euclidean_8_protbert,reduced_mds_euclidean_8_protbert_label,21,524,549,1073,0,524,0.7795853256562797,0.5007500332607336,0.7795853256562797,0.7654491895812119
0.169,reduced_pca_euclidean_6_protbert,reduced_pca_euclidean_6_protbert_label,22,577,496,1073,0,577,0.7776136964629431,0.5185852232739023,0.7776136964629431,0.7620820028269144
0.169,reduced_mds_cosine_8_protbert,reduced_mds_cosine_8_protbert_label,21,524,549,1073,0,524,0.7795853256562797,0.5007500332607336,0.7795853256562797,0.7654491895812119
0.1699,reduced_pca_euclidean_6_prot5,reduced_pca_euclidean_6_prot5_label,23,641,432,1073,0,641,0.7689111972808413,0.5229531347418447,0.7689111972808412,0.7572157699943053
0.1699,reduced_pca_cosine_6_prot5,reduced_pca_cosine_6_prot5_label,23,641,432,1073,0,641,0.7689111972808413,0.5229531347418447,0.7689111972808412,0.7572157699943053
0.17,reduced_umap_euclidean_10_prot5,reduced_umap_euclidean_10_prot5_label,20,1064,9,1073,0,1064,0.7481523760568114,0.5015053124722001,0.7481523760568113,0.7364974653986315
0.1706,reduced_pca_euclidean_8_t33-650M-sitemean_All,reduced_pca_euclidean_8_t33-650M-sitemean_All_label,24,650,423,1073,0,650,0.7743337434982543,0.4686442508155509,0.7743337434982543,0.7605578520882316
0.1706,reduced_pca_cosine_8_t33-650M-sitemean_All,reduced_pca_cosine_8_t33-650M-sitemean_All_label,24,650,423,1073,0,650,0.7743337434982543,0.4686442508155509,0.7743337434982543,0.7605578520882316
0.1708,reduced_mds_cosine_10_t36-3B-bos_All,reduced_mds_cosine_10_t36-3B-bos_All_label,18,587,486,1073,0,587,0.7672782467282753,0.5218563125181376,0.7672782467282753,0.7558792973719595
0.1708,reduced_mds_euclidean_10_t36-3B-bos_All,reduced_mds_euclidean_10_t36-3B-bos_All_label,18,587,486,1073,0,587,0.7672782467282753,0.5218563125181376,0.7672782467282753,0.7558792973719595
0.1709,reduced_umap_euclidean_1_t48-15B-sitemean_All,reduced_umap_euclidean_1_t48-15B-sitemean_All_label,26,1066,7,1073,0,1066,0.7529914218132029,0.5462055753614784,0.7529914218132028,0.7390396541034854
0.1714,reduced_umap_cosine_10_t33-650M-bos_All,reduced_umap_cosine_10_t33-650M-bos_All_label,11,1073,0,1073,0,1073,0.7081487735438045,0.6792798173306641,0.7081487735438043,0.6992713478704139
0.1717,reduced_umap_cosine_6_t33-650M-sitemean_All,reduced_umap_cosine_6_t33-650M-sitemean_All_label,19,1073,0,1073,0,1073,0.7412277712527255,0.5113910353839121,0.7412277712527254,0.7297548156492918
0.1718,protbert,protbert_label,23,602,471,1073,0,602,0.7757154902450143,0.4810303955264691,0.7757154902450143,0.7617184836983969
0.1718,reduced_pca_euclidean_10_t36-3B-attentionmean_All,reduced_pca_euclidean_10_t36-3B-attentionmean_All_label,24,570,503,1073,0,570,0.7773326158288063,0.4972668710992891,0.7773326158288062,0.7624248056937334
0.1718,reduced_pca_cosine_10_t36-3B-attentionmean_All,reduced_pca_cosine_10_t36-3B-attentionmean_All_label,24,570,503,1073,0,570,0.7773326158288063,0.4972668710992891,0.7773326158288062,0.7624248056937334
0.1722,reduced_umap_euclidean_6_prot5,reduced_umap_euclidean_6_prot5_label,19,1073,0,1073,0,1073,0.7420159522914898,0.4860008492739189,0.7420159522914898,0.7305749888959644
0.1723,reduced_mds_cosine_8_t36-3B-bos_All,reduced_mds_cosine_8_t36-3B-bos_All_label,19,600,473,1073,0,600,0.766717229467045,0.518504854684544,0.766717229467045,0.7549409438496086
0.1723,reduced_mds_euclidean_8_t36-3B-bos_All,reduced_mds_euclidean_8_t36-3B-bos_All_label,19,600,473,1073,0,600,0.766717229467045,0.518504854684544,0.766717229467045,0.7549409438496086
0.1729,reduced_pca_cosine_6_t36-3B-sitemean_All,reduced_pca_cosine_6_t36-3B-sitemean_All_label,23,623,450,1073,0,623,0.7683374434944252,0.5068880415258709,0.7683374434944253,0.7549593804583895
0.1729,reduced_pca_euclidean_6_t36-3B-sitemean_All,reduced_pca_euclidean_6_t36-3B-sitemean_All_label,23,623,450,1073,0,623,0.7683374434944252,0.5068880415258709,0.7683374434944253,0.7549593804583895
0.173,reduced_t-sne_euclidean_6_t36-3B-bos_All,reduced_t-sne_euclidean_6_t36-3B-bos_All_label,11,1047,26,1073,0,1047,0.6732628697795046,0.5407278102537758,0.6732628697795046,0.6634042103322153
0.1739,reduced_t-sne_euclidean_2_t33-650M-bos_All,reduced_t-sne_euclidean_2_t33-650M-bos_All_label,6,1069,4,1073,0,1069,0.6312079926801325,0.4737220981666545,0.6312079926801325,0.6240185855833458
0.1742,reduced_umap_cosine_6_t33-650M-bos_All,reduced_umap_cosine_6_t33-650M-bos_All_label,9,1073,0,1073,0,1073,0.6866601368413825,0.6718150403628076,0.6866601368413824,0.6783894294729171
0.1752,reduced_t-sne_cosine_6_t33-650M-sitemean_All,reduced_t-sne_cosine_6_t33-650M-sitemean_All_label,19,916,157,1073,0,916,0.7430757866887794,0.4647172750594455,0.7430757866887794,0.7319040605099764
0.1753,reduced_umap_cosine_4_t33-650M-sitemean_All,reduced_umap_cosine_4_t33-650M-sitemean_All_label,19,1066,7,1073,0,1066,0.7412704009975122,0.4500133372237855,0.7412704009975123,0.7297576868613966
0.1757,reduced_umap_cosine_4_prot5,reduced_umap_cosine_4_prot5_label,18,1064,9,1073,0,1064,0.73626905863203,0.4664461964497144,0.7362690586320302,0.7249651504340545
0.176,reduced_pca_euclidean_10_t33-650M-sitemean_All,reduced_pca_euclidean_10_t33-650M-sitemean_All_label,25,659,414,1073,0,659,0.7674971525195144,0.4556529128866011,0.7674971525195147,0.7531915867641799
0.176,reduced_pca_cosine_8_prot5,reduced_pca_cosine_8_prot5_label,23,599,474,1073,0,599,0.7692398620268264,0.4809390883377613,0.7692398620268266,0.7538273793128936
0.176,reduced_pca_cosine_10_t33-650M-sitemean_All,reduced_pca_cosine_10_t33-650M-sitemean_All_label,25,659,414,1073,0,659,0.7674971525195144,0.4556529128866011,0.7674971525195147,0.7531915867641799
0.176,reduced_pca_euclidean_8_prot5,reduced_pca_euclidean_8_prot5_label,23,599,474,1073,0,599,0.7692398620268264,0.4809390883377613,0.7692398620268266,0.7538273793128936
0.1767,reduced_t-sne_euclidean_6_t33-650M-attentionmean_All,reduced_t-sne_euclidean_6_t33-650M-attentionmean_All_label,24,887,186,1073,0,887,0.7480653559169369,0.4983380179081939,0.748065355916937,0.7338071854336807
0.1768,reduced_t-sne_cosine_10_t33-650M-sitemean_All,reduced_t-sne_cosine_10_t33-650M-sitemean_All_label,19,918,155,1073,0,918,0.74015688213535,0.4582121799196484,0.74015688213535,0.7288619506117751
0.1769,reduced_pca_cosine_8_t36-3B-attentionmean_All,reduced_pca_cosine_8_t36-3B-attentionmean_All_label,22,549,524,1073,0,549,0.7680336182397752,0.4759168728246433,0.7680336182397755,0.7549974345486347
0.1769,reduced_pca_euclidean_8_t36-3B-attentionmean_All,reduced_pca_euclidean_8_t36-3B-attentionmean_All_label,22,549,524,1073,0,549,0.7680336182397752,0.4759168728246433,0.7680336182397755,0.7549974345486347
0.1776,reduced_pca_euclidean_6_t33-650M-sitemean_All,reduced_pca_euclidean_6_t33-650M-sitemean_All_label,25,638,435,1073,0,638,0.767954047794291,0.4592156681202479,0.7679540477942909,0.7532088403130386
0.1776,reduced_pca_cosine_6_t33-650M-sitemean_All,reduced_pca_cosine_6_t33-650M-sitemean_All_label,25,638,435,1073,0,638,0.767954047794291,0.4592156681202479,0.7679540477942909,0.7532088403130386
0.1779,reduced_umap_euclidean_2_t33-650M-mean_All,reduced_umap_euclidean_2_t33-650M-mean_All_label,19,1073,0,1073,0,1073,0.7357773995921273,0.4839644098478013,0.7357773995921272,0.7240190859974496
0.1779,reduced_umap_cosine_6_t36-3B-mean_All,reduced_umap_cosine_6_t36-3B-mean_All_label,8,1073,0,1073,0,1073,0.6514823478805256,0.3533762957079816,0.6514823478805257,0.6428431196517619
0.178,reduced_t-sne_cosine_4_t36-3B-mean_All,reduced_t-sne_cosine_4_t36-3B-mean_All_label,19,970,103,1073,0,970,0.7184358790580723,0.5097159455868274,0.7184358790580724,0.7069121921603765
0.1782,reduced_t-sne_euclidean_4_t36-3B-mean_All,reduced_t-sne_euclidean_4_t36-3B-mean_All_label,24,957,116,1073,0,957,0.7437590553956857,0.5136208825704409,0.7437590553956858,0.7310999327125658
0.1785,reduced_t-sne_cosine_8_t36-3B-bos_All,reduced_t-sne_cosine_8_t36-3B-bos_All_label,15,1028,45,1073,0,1028,0.7020528448925174,0.6205751223616808,0.7020528448925175,0.6907409797220696
0.1785,reduced_t-sne_euclidean_1_t33-650M-attentionmean_All,reduced_t-sne_euclidean_1_t33-650M-attentionmean_All_label,4,1066,7,1073,0,1066,0.584369892876025,0.3511446333287372,0.584369892876025,0.5784449460590421
0.1795,reduced_umap_euclidean_4_prot5,reduced_umap_euclidean_4_prot5_label,20,1073,0,1073,0,1073,0.7358552245586388,0.4587851113377372,0.7358552245586388,0.7237536404319489
0.1797,reduced_mds_cosine_6_t36-3B-bos_All,reduced_mds_cosine_6_t36-3B-bos_All_label,20,632,441,1073,0,632,0.7563765616191293,0.4965754059464807,0.7563765616191294,0.7436393982241651
0.1797,reduced_mds_euclidean_6_t36-3B-bos_All,reduced_mds_euclidean_6_t36-3B-bos_All_label,20,632,441,1073,0,632,0.7563765616191293,0.4965754059464807,0.7563765616191294,0.7436393982241651
0.1799,reduced_pca_euclidean_4_protbert,reduced_pca_euclidean_4_protbert_label,22,579,494,1073,0,579,0.7559612125207832,0.4811722656579114,0.7559612125207833,0.7426681198429448
0.1799,reduced_pca_cosine_4_protbert,reduced_pca_cosine_4_protbert_label,22,579,494,1073,0,579,0.7559612125207832,0.4811722656579114,0.7559612125207833,0.7426681198429448
0.1801,reduced_pca_euclidean_8_t36-3B-mean_All,reduced_pca_euclidean_8_t36-3B-mean_All_label,23,536,537,1073,0,536,0.7672311838151998,0.4665058110445242,0.7672311838151998,0.753243259499764
0.1801,reduced_pca_cosine_8_t36-3B-mean_All,reduced_pca_cosine_8_t36-3B-mean_All_label,23,536,537,1073,0,536,0.7672311838151998,0.4665058110445242,0.7672311838151998,0.753243259499764
0.181,reduced_umap_cosine_4_protbert,reduced_umap_cosine_4_protbert_label,20,1065,8,1073,0,1065,0.7314853901563142,0.4490041674872276,0.7314853901563142,0.7190596565063421
0.1815,reduced_pca_cosine_6_t48-15B-mean_All,reduced_pca_cosine_6_t48-15B-mean_All_label,23,541,532,1073,0,541,0.7721798036412835,0.4576641789462365,0.7721798036412836,0.7545152833113319
0.1815,reduced_pca_euclidean_6_t48-15B-mean_All,reduced_pca_euclidean_6_t48-15B-mean_All_label,23,541,532,1073,0,541,0.7721798036412835,0.4576641789462365,0.7721798036412836,0.7545152833113319
0.1816,reduced_t-sne_cosine_6_t36-3B-bos_All,reduced_t-sne_cosine_6_t36-3B-bos_All_label,15,1024,49,1073,0,1024,0.6993941972572074,0.6114664114405517,0.6993941972572075,0.6873339546903642
0.1817,reduced_pca_euclidean_4_t33-650M-mean_All,reduced_pca_euclidean_4_t33-650M-mean_All_label,22,578,495,1073,0,578,0.7583246232242185,0.465922644750975,0.7583246232242183,0.744613840029119
0.1817,reduced_pca_cosine_4_t33-650M-mean_All,reduced_pca_cosine_4_t33-650M-mean_All_label,22,578,495,1073,0,578,0.7583246232242185,0.465922644750975,0.7583246232242183,0.744613840029119
0.1819,reduced_umap_euclidean_6_CARP,reduced_umap_euclidean_6_CARP_label,19,1073,0,1073,0,1073,0.7291865556011478,0.4642493700259185,0.7291865556011478,0.7171894670295446
0.1821,reduced_t-sne_euclidean_6_t33-650M-bos_All,reduced_t-sne_euclidean_6_t33-650M-bos_All_label,10,1047,26,1073,0,1047,0.6584018397673759,0.6014538661781964,0.6584018397673759,0.64846855957534
0.1833,reduced_mds_euclidean_6_protbert,reduced_mds_euclidean_6_protbert_label,21,522,551,1073,0,522,0.7597902330336026,0.4721145987085308,0.7597902330336028,0.7451925020111073
0.1833,reduced_mds_cosine_6_protbert,reduced_mds_cosine_6_protbert_label,21,522,551,1073,0,522,0.7597902330336026,0.4721145987085308,0.7597902330336028,0.7451925020111073
0.184,reduced_umap_cosine_8_CARP,reduced_umap_cosine_8_CARP_label,22,1073,0,1073,0,1073,0.733913490109081,0.4371056232941155,0.733913490109081,0.7208771303822018
0.1842,reduced_mds_euclidean_4_protbert,reduced_mds_euclidean_4_protbert_label,22,531,542,1073,0,531,0.7574363445662781,0.4713894845314891,0.7574363445662781,0.7431586905219226
0.1842,reduced_mds_cosine_4_protbert,reduced_mds_cosine_4_protbert_label,22,531,542,1073,0,531,0.7574363445662781,0.4713894845314891,0.7574363445662781,0.7431586905219226
0.1846,reduced_umap_cosine_4_t33-650M-mean_All,reduced_umap_cosine_4_t33-650M-mean_All_label,7,1073,0,1073,0,1073,0.6289524197383745,0.38797464658664,0.6289524197383743,0.6208224673375984
0.185,reduced_umap_euclidean_2_prot5,reduced_umap_euclidean_2_prot5_label,24,1064,9,1073,0,1064,0.7340283565294257,0.4522571007192789,0.7340283565294258,0.719984007246568
0.1851,reduced_t-sne_cosine_6_prot5,reduced_t-sne_cosine_6_prot5_label,25,932,141,1073,0,932,0.742936390069699,0.445650965355311,0.7429363900696991,0.7282541935216678
0.1854,reduced_pca_euclidean_4_t33-650M-attentionmean_All,reduced_pca_euclidean_4_t33-650M-attentionmean_All_label,24,555,518,1073,0,555,0.7592940364271715,0.4673199616410482,0.7592940364271715,0.7441282234583015
0.1854,reduced_pca_cosine_4_t33-650M-attentionmean_All,reduced_pca_cosine_4_t33-650M-attentionmean_All_label,24,555,518,1073,0,555,0.7592940364271715,0.4673199616410482,0.7592940364271715,0.7441282234583015
0.1857,reduced_pca_euclidean_6_t36-3B-attentionmean_All,reduced_pca_euclidean_6_t36-3B-attentionmean_All_label,22,574,499,1073,0,574,0.7548228714751294,0.4484749380448383,0.7548228714751293,0.7417414946870547
0.1857,reduced_pca_cosine_6_t36-3B-attentionmean_All,reduced_pca_cosine_6_t36-3B-attentionmean_All_label,22,574,499,1073,0,574,0.7548228714751294,0.4484749380448383,0.7548228714751293,0.7417414946870547
0.1858,reduced_mds_euclidean_6_t48-15B-bos_All,reduced_mds_euclidean_6_t48-15B-bos_All_label,22,592,481,1073,0,592,0.7525687545758453,0.4734334631516835,0.7525687545758454,0.7378349405505367
0.1858,reduced_mds_cosine_6_t48-15B-bos_All,reduced_mds_cosine_6_t48-15B-bos_All_label,22,592,481,1073,0,592,0.7525687545758453,0.4734334631516835,0.7525687545758454,0.7378349405505367
0.1859,reduced_umap_cosine_10_t33-650M-sitemean_All,reduced_umap_cosine_10_t33-650M-sitemean_All_label,23,1073,0,1073,0,1073,0.7329521009951212,0.4295177918752961,0.7329521009951212,0.7194389722706352
0.186,reduced_umap_cosine_2_t36-3B-mean_All,reduced_umap_cosine_2_t36-3B-mean_All_label,9,1073,0,1073,0,1073,0.6318741839085248,0.3665768133958329,0.6318741839085248,0.6220051122850158
0.1863,reduced_mds_euclidean_4_t36-3B-attentionmean_All,reduced_mds_euclidean_4_t36-3B-attentionmean_All_label,19,577,496,1073,0,577,0.7466015696466803,0.4891603755200028,0.7466015696466803,0.7349151553868247
